"Environment and Climate Change Canada"
"Monthly Values for October - 2015"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"GREENWOOD A","44.983","-64.917","NS","8.0","0","-0.8","22.4","0","-4.8","0","0.0","0","0.0","86.8","0","88.0","0.0","11","",,NA,"311.3","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","8.6","0",NA,"22.8","0","-2.6","0","0.9","0",NA,"190.4","0",NA,"","11","",,NA,"290.0","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","10.3","0",NA,"19.9","0","1.7","0","",,NA,"",,NA,"","","",,NA,"238.6","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","8.4","1",NA,"23.9","1","-1.3","1","",,NA,"95.1","1",NA,"","11","",,NA,"287.6","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","8.1","3",NA,"20.9","3","-4.2","0","",,NA,"133.4","3",NA,"","10","",,NA,"278.1","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","8.2","0",NA,"21.9","0","-3.3","0","",,NA,"99.2","0",NA,"","9","",,NA,"302.5","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","9.2","7",NA,"20.0","7","-2.0","7","0.0","7",NA,"176.0","7",NA,"0.0","11","","",NA,"210.9","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","8.6","2","-0.6","22.5","2","-2.5","2","3.0","2",NA,"102.0","2",NA,"0.0","14","","",NA,"274.9","1.3","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","8.3","0","-0.2","21.5","0","-6.0","0","0.0","0",NA,"160.6","0","138.0","","10","","",NA,"301.2","0.8","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","7.6","1",NA,"19.6","1","-5.0","0","",,NA,"104.6","1",NA,"","13","",,NA,"311.9","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"149.6","0",NA,"","18","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","7.7","1",NA,"22.1","1","-6.6","1","",,NA,"121.0","1",NA,"","11","",,NA,"309.4","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","7.5","1",NA,"21.1","1","-6.7","0","",,NA,"115.7","1",NA,"","10","",,NA,"314.2","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","8.2","6","-0.6","19.0","6","-3.0","6","0.0","6",NA,"160.4","6",NA,"0.0","11","","",NA,"245.4","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","8.2","0",NA,"21.3","0","-2.3","0","",,NA,"174.7","0",NA,"","12","",,NA,"303.1","0.0","8204495"
"SABLE ISLAND","43.932","-60.009","NS","12.8","4",NA,"21.9","4","4.1","0","",,NA,"27.0","4",NA,"","5","",,NA,"143.7","2.4","8204700"
"SABLE ISLAND A","43.946","-59.960","NS","12.5","0",NA,"21.3","0","1.8","0","",,NA,"49.8","0",NA,"","9","",,NA,"173.9","2.1","8204703"
"ST MARGARET'S BAY","44.700","-63.900","NS","11.0","0","2.5","21.0","0","-5.0","0","0.0","0",NA,"166.8","0","137.0","0.0","9","","",NA,"218.0","1.5","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","9.6","4",NA,"19.1","2","2.5","2","",,NA,"",,NA,"","","",,NA,"226.6","0.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","9.5","1",NA,"20.6","1","-1.5","0","",,NA,"187.6","1",NA,"","9","",,NA,"256.2","0.0","8205092"
"SYDNEY A","46.161","-60.048","NS","8.1","0",NA,"20.7","0","-2.9","0","0.0","0",NA,"147.2","2",NA,"","10","",,NA,"305.4","0.0","8205701"
"SYDNEY CS","46.163","-60.042","NS","8.4","1",NA,"20.7","1","-3.2","0","",,NA,"139.2","1",NA,"","11","",,NA,"288.7","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","8.3","0",NA,"21.0","0","-4.0","0","1.4","0",NA,"93.0","0",NA,"0.0","14","","",NA,"300.8","0.8","8205774"
"TRACADIE","45.608","-61.680","NS","9.2","1",NA,"21.6","1","-0.9","0","",,NA,"154.3","1",NA,"","11","",,NA,"265.1","0.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","8.5","0","-0.5","22.0","0","-5.0","0","0.0","0",NA,"73.2","0","67.0","0.0","12","","",NA,"295.5","0.5","8206222"
"WESTERN HEAD","43.990","-64.664","NS","9.5","0",NA,"20.1","0","-2.8","0","",,NA,"162.7","1",NA,"","8","",,NA,"262.1","0.0","8206240"
"YARMOUTH RCS","43.831","-66.088","NS","9.5","0",NA,"19.1","0","-1.3","0","",,NA,"91.7","0",NA,"","9","",,NA,"264.8","0.0","8206491"
"YARMOUTH A","43.827","-66.088","NS","9.2","0",NA,"18.9","0","-2.9","0","0.0","0",NA,"95.8","2",NA,"","9","",,NA,"273.6","0.0","8206495"
